geneid	cell_type	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PARM1	Memory B cells	5.404674246600782e-8	0.7524545202984086	0.261	0.185	0.0010523441225556384
EAF2	Memory B cells	6.140398506091662e-8	0.42777087136985426	0.581	0.523	0.0011955969931211074
RPL24	Memory B cells	6.264487665939019e-8	-0.2660798705617471	0.753	0.817	0.0012197583934349865
BTG2	Memory B cells	6.77789442972581e-8	-0.4612316993842045	0.297	0.385	0.0013197238244119123
RPS20	Memory B cells	8.668533714584146e-8	-0.1493219821561409	0.97	0.981	0.001687850199566679
ENSMMUG00000056183	Memory B cells	1.0494034034095694e-7	-0.20334515912402606	0.617	0.723	0.0020432933667787726
IFIT2	Memory B cells	1.0683899256299757e-7	1.2491185506842404	0.061	0.023	0.0020802620241941257
ENSMMUG00000015202	Memory B cells	1.1206197030106597e-7	1.2883989650613392	0.639	0.569	0.0021819586237320555
RPL5	Memory B cells	1.2798272068372894e-7	-0.19618528001190816	0.793	0.835	0.0024919515544328864
FOSB	Memory B cells	1.295684622101765e-7	-0.3694460057088924	0.533	0.611	0.0025228275276943466
FBXO33	Memory B cells	1.5142485011138394e-7	-0.4871142905575837	0.285	0.372	0.002948393256518757
MED13L	Memory B cells	1.552106881302026e-7	0.21245415179215943	0.927	0.912	0.0030221073085831746
HIST1H2AC	Memory B cells	1.6175591810628151e-07	0.8674307568998676	0.206	0.141	0.0031495494814474073
NOP53	Memory B cells	1.7335340330403417e-7	-0.41723313504757314	0.28	0.37	0.0033753641157328496
RPS28	Memory B cells	1.8339739876842922e-7	-0.1763828577700428	0.902	0.926	0.0035709307514200854
DCK	Memory B cells	2.0128570361439773e-7	0.5450582277808828	0.255	0.18	0.003919233935075938
FCRL1	Memory B cells	2.0420681669605008e-7	0.23877762214352005	0.894	0.873	0.0039761109278887916
PRDM2	Memory B cells	2.142262640754664e-7	-0.3648832665299093	0.482	0.573	0.004171199587813406
MX2	Memory B cells	2.4309108208562047e-7	1.0961457062269127	0.18	0.12	0.004733226459289116
RPS27A	Memory B cells	2.5818984027822297e-7	-0.3849280092136492	0.372	0.462	0.005027214380057279
ENSMMUG00000018240	Memory B cells	2.644581631033285e-7	-0.15807492159180647	0.872	0.91	0.0051492648937849095
NT5DC1	Memory B cells	2.7235438461466544e-7	0.41603852297927046	0.464	0.382	0.0053030122228321505
CD44	Memory B cells	2.9003109955029076e-7	-0.2649884182751241	0.677	0.756	0.005647195539343711
PXK	Memory B cells	3.214971593633278e-7	0.35992169777632843	0.574	0.512	0.006259871189963356
ENO2	Memory B cells	3.879706838880764e-7	0.8190029122643837	0.132	0.077	0.007554177185984736
RNF145	Memory B cells	4.3811042299830995e-7	0.34112379735825193	0.582	0.51	0.008530448046200094
PML	Memory B cells	5.178039044666011e-7	0.801006240929427	0.192	0.13	0.01008215982386919
STAT1	Memory B cells	5.203654487658566e-7	0.6357298052311997	0.25	0.181	0.010132035652919995
FGD2	Memory B cells	5.413961104630112e-7	-0.5427404395002406	0.163	0.238	0.01054152366682529
IFI44L	Memory B cells	6.190792207396572e-7	3.5001346986902595	0.02	0.001	0.012054091507021865
KCNE3	Memory B cells	6.219382144417257e-7	-1.4705118061106481	0.021	0.054	0.012109758973394842
OAS2	Memory B cells	6.517794783995525e-7	1.0486579080387624	0.13	0.077	0.012690798223917686
HSH2D	Memory B cells	6.574088049212553e-7	0.64276717531342	0.325	0.259	0.012800406840621762
ENSMMUG00000056718	Memory B cells	6.765299072900868e-7	4.117643673218446	0.018	0.001	0.013172713824845281
IFI16	Memory B cells	6.767010971244383e-7	0.3725657809247822	0.545	0.477	0.013176047062109938
GALNT10	Memory B cells	7.09296584371345e-7	0.44897543555126435	0.329	0.253	0.013810713794294459
RACK1	Memory B cells	7.366406511498495e-7	-0.2023940104072688	0.745	0.809	0.01434313011853872
INPP5D	Memory B cells	7.415858294681801e-7	0.22563051349232488	0.849	0.823	0.014439417685574935
ZNF638	Memory B cells	7.734851031683656e-7	0.31742918699689127	0.569	0.5	0.015060528443791247
DDX60L	Memory B cells	7.851734634865403e-7	0.8433219503715059	0.226	0.163	0.015288112507546426
TRIM5	Memory B cells	8.254503356210219e-7	0.790304504035324	0.218	0.155	0.01607234348487692
RPL27	Memory B cells	8.411037490784401e-7	-0.1827839183345552	0.765	0.821	0.016377131098306307
ENSMMUG00000062077	Memory B cells	8.534383060433795e-7	-0.18518675670413254	0.859	0.901	0.016617297256970642
ITGAX	Memory B cells	8.773173702487439e-7	-0.5036409547198001	0.103	0.164	0.017082246516113293
PDCD4	Memory B cells	9.367336152595933e-7	0.3673968554309406	0.466	0.388	0.01823914022271954
HERPUD1	Memory B cells	9.458643876246331e-7	-0.57416886203591	0.124	0.185	0.01841692549143923
LRRC8C	Memory B cells	9.63526792832274e-7	-0.7839290708689587	0.102	0.159	0.018760830183237206
CHST11	Memory B cells	9.857873337474365e-7	0.3698546147432791	0.66	0.603	0.01919426517539634
CCND3	Memory B cells	1.0249426715608828e-6	0.344081873036838	0.548	0.479	0.01995665875796195
ENSMMUG00000008145	Memory B cells	1.0513886885672872e-6	-0.8677179402001852	0.065	0.114	0.020471589155093648
EEF1B2	Memory B cells	1.061405829844671e-6	-0.2752940591797959	0.504	0.594	0.02066663291290559
ENSMMUG00000059742	Memory B cells	1.0929056090299247e-6	-0.7109677265281149	0.117	0.176	0.021279965113421662
FAM241A	Memory B cells	1.1075862202255663e-6	-1.079707930771233	0.049	0.093	0.021565811294012003
HERC5	Memory B cells	1.1272495365745246e-6	1.0086095086460198	0.205	0.145	0.021948675726642566
UST	Memory B cells	1.1309044062057758e-6	-0.6466225765936702	0.159	0.224	0.02201983969323266
RNF11	Memory B cells	1.2141438026661266e-6	-0.6213596863844837	0.071	0.122	0.02364059398171215
DOCK7	Memory B cells	1.2525675757868427e-6	-1.4460165977923123	0.027	0.062	0.024388743268145614
MAP3K8	Memory B cells	1.2895380296598053e-6	-0.5231990936476958	0.222	0.295	0.02510859497550607
TIPARP	Memory B cells	1.2922709700227194e-6	-0.5939740238405951	0.158	0.223	0.025161808057312367
EIF2AK2	Memory B cells	1.3516042488069762e-6	0.8328531276167886	0.219	0.157	0.026317086328520634
ARPC5L	Memory B cells	1.370578063157062e-6	-0.5398536066572133	0.136	0.199	0.02668652546773115
NRROS	Memory B cells	1.4519967376079125e-6	-0.46318646955294607	0.292	0.366	0.028271828477963664
CDC42	Memory B cells	1.4851910011502982e-6	-0.2550716582504795	0.511	0.597	0.028918153983397456
ITGA4	Memory B cells	1.5571596356516143e-6	0.2904281168542595	0.717	0.656	0.030319455265772583
ENSMMUG00000059924	Memory B cells	1.6066132599088648e-6	1.2240424765377649	0.076	0.037	0.031282366783685504
RPL36	Memory B cells	1.6106847993462566e-6	-0.22258599497728992	0.655	0.719	0.03136164372807096
PDK1	Memory B cells	1.6666740497124134e-6	-0.5396119511095089	0.188	0.258	0.0324518104219504
EBF1	Memory B cells	1.6903976166199559e-6	0.17725687407367197	0.948	0.927	0.032913731993207164
SLCO3A1	Memory B cells	1.7549618247796436e-6	1.0064425916079645	0.08	0.04	0.03417086169028444
PADI2	Memory B cells	1.7644454491501214e-6	-1.1746106317008347	0.03	0.065	0.034355517340402014
CMTM6	Memory B cells	1.832376608679751e-6	-0.4135089124175545	0.312	0.387	0.03567820494760343
NR4A1	Memory B cells	1.8825097853305574e-6	-1.5372757852006953	0.024	0.057	0.036654348030171285
IL10RA	Memory B cells	1.88685430034246e-6	-0.7395649798790553	0.071	0.121	0.03673894008196804
APBB2	Memory B cells	1.9047687398703134e-6	0.34702883406524454	0.501	0.427	0.03708775213401487
IRS2	Memory B cells	1.905897957529031e-6	-1.113266073965741	0.033	0.071	0.037109739131047766
ENSMMUG00000006463	Memory B cells	1.9584142215197335e-6	-0.5208686674787768	0.143	0.207	0.03813228330721073
SMC4	Memory B cells	1.9740354401968944e-6	-0.4636797200327945	0.197	0.266	0.03843644405607373
COMMD6	Memory B cells	2.182440491832749e-6	-0.2951205593045516	0.303	0.387	0.042494298816475456
USP36	Memory B cells	2.1915922959200104e-6	-0.43464289689062796	0.251	0.325	0.042672493593858524
NUP62CL	Memory B cells	2.2283694605351125e-6	-0.41907626162800443	0.233	0.306	0.043388581766079175
RPL30	Memory B cells	2.252605325059591e-6	-0.14874690400660073	0.947	0.965	0.043860478284235296
LYN	Memory B cells	2.3619145035464557e-6	-0.18540651078343284	0.89	0.916	0.04598883729855304
HSD17B4	Memory B cells	2.4043258453517555e-6	0.19281550755342325	0.857	0.834	0.046814628534844034
STIM2	Memory B cells	2.4567065379233472e-6	0.2847077461179346	0.681	0.628	0.04783453299990549
ZNF28	Memory B cells	2.4766378334769656e-6	0.42148708825853887	0.354	0.283	0.04822261525563
TRAF3	Memory B cells	2.6301771857640953e-6	0.240824279854019	0.662	0.594	0.0512121799840127
DENND5B	Memory B cells	2.6438403152297753e-6	0.22928959616234845	0.714	0.659	0.051478214777838954
ITGA8	Memory B cells	3.0362897826859625e-6	2.0631709179641673	0.03	0.007	0.059119598358678374
CFAP70	Memory B cells	3.395989215427789e-6	1.5079723682372088	0.047	0.018	0.06612330601359448
ARID5B	Memory B cells	3.5287100127532064e-6	-0.2481394835302111	0.551	0.627	0.06870751265831768
NSUN6	Memory B cells	3.6692023326056137e-6	0.8866822473001991	0.115	0.069	0.07144303861816391
FKBP5	Memory B cells	4.10349209119255e-6	0.3608211127769969	0.436	0.36	0.07989909450761014
TUBB2B	Memory B cells	4.268980307279617e-6	-1.1805856553149758	0.023	0.054	0.08312131556304143
PRLR	Memory B cells	4.280841792135098e-6	0.6291803297736769	0.168	0.113	0.0833522705346625
CHN2	Memory B cells	4.96458814525155e-6	-0.3736783211189787	0.393	0.467	0.09666549577619292
RPS9	Memory B cells	5.107871164066498e-6	-0.20287132130256058	0.809	0.849	0.09945535943553878
ADORA2B	CD4 T Naive	0	-9.383393661933624	0.004	0.258	0
ENSMMUG00000060590	CD4 T Naive	0	-9.785093639199909	0.001	0.197	0
ENSMMUG00000054038	CD4 T Naive	1.5159297292060953e-241	1.0511252456840112	0.785	0.574	2.951666775737188e-237
RBPMS	CD4 T Naive	2.1285649974751035e-196	-10.587050601049738	0	0.116	4.144528906583774e-192
BMT2	CD4 T Naive	4.130994486018662e-187	-3.454694439323721	0.157	0.363	8.043459363726936e-183
ENSMMUG00000028695	CD4 T Naive	1.7131725875571973e-149	-9.669871716145417	0	0.089	3.335718345232619e-145
ENSMMUG00000062894	CD4 T Naive	3.309588975957477e-144	-12.09586864782124	0	0.086	6.444100695086804e-140
ENSMMUG00000047632	CD4 T Naive	6.101238534059097e-134	-2.1034570948081055	0.047	0.191	1.1879721549666467e-129
C11H12orf57	CD4 T Naive	1.374390545060935e-118	-1.1235058348148104	0.222	0.42	2.6760758302881466e-114
ENSMMUG00000063637	CD4 T Naive	5.2098871474186586e-98	0.9938043494889304	0.526	0.345	1.014417126473887e-93
UBA52	CD4 T Naive	2.938780835972031e-87	-0.4769291700444618	0.788	0.868	5.722100165721141e-83
RPL23A	CD4 T Naive	4.5829232662173734e-74	-0.39055642831711257	0.913	0.953	8.923409891651847e-70
ENSMMUG00000064139	CD4 T Naive	1.6892996950462475e-68	0.46486714802149764	0.791	0.655	3.289235436224549e-64
ENSMMUG00000058325	CD4 T Naive	4.879843694974966e-67	0.5994816713631508	0.577	0.406	9.501543658485756e-63
RPS24	CD4 T Naive	8.241090736174607e-66	-0.46112299314490146	0.73	0.822	1.6046227772405577e-61
IGKC	CD4 T Naive	9.643428521328511e-64	1.3244889827172672	0.253	0.12	1.8776719673878743e-59
ENSMMUG00000040771	CD4 T Naive	1.0441370563046129e-54	1.6448899545938	0.157	0.057	2.0330392623307116e-50
THEMIS	CD4 T Naive	2.6463464521404613e-53	0.42528177749418816	0.798	0.699	5.1527011769626924e-49
RPS20	CD4 T Naive	4.533916561895028e-52	-0.26277640065167596	0.941	0.958	8.827988937665808e-48
ENSMMUG00000064692	CD4 T Naive	7.522057932964837e-52	-0.9132653494220109	0.238	0.358	1.4646199001275836e-47
RPL32	CD4 T Naive	9.261150971990649e-52	-0.42199046398144446	0.71	0.788	1.8032387057562992e-47
FOS	CD4 T Naive	2.1567035788600103e-51	-0.49111804288215133	0.685	0.756	4.199317538398326e-47
SKAP1	CD4 T Naive	2.4414360483772118e-51	0.29546067115870756	0.941	0.9	4.753720129795269e-47
TMTC2	CD4 T Naive	1.094041169993791e-50	-1.1881505487474375	0.091	0.188	2.1302075620949104e-46
NXN	CD4 T Naive	1.4778199365187737e-48	-1.9273342154008801	0.026	0.087	2.8774631983957043e-44
RPL28	CD4 T Naive	3.1324923881889616e-47	-0.3515466034599082	0.854	0.899	6.099275929042727e-43
ENSMMUG00000002676	CD4 T Naive	2.661208906261861e-46	-0.2424289315923973	0.95	0.963	5.181639861382469e-42
RPS15	CD4 T Naive	2.7406402311181153e-46	-0.27361039806466714	0.946	0.966	5.3363005940100825e-42
ENSMMUG00000055690	CD4 T Naive	7.878412872014322e-46	-0.20701090018505042	0.993	0.997	1.5340057703099088e-41
RPS12	CD4 T Naive	1.072493340573914e-44	-0.2688196722521603	0.922	0.939	2.088251783431468e-40
DENND4A	CD4 T Naive	3.764817713284731e-44	-0.6549805376341977	0.429	0.533	7.3304765695367e-40
ND4	CD4 T Naive	5.110264188009846e-44	0.29717891893921244	0.997	0.806	9.950195400473971e-40
RPLP1	CD4 T Naive	6.241508967419309e-44	-0.2577829754483387	0.914	0.94	1.2152842110462137e-39
PTPRC	CD4 T Naive	7.412640507455204e-44	0.21068383647961042	0.983	0.969	1.4433152332066028e-39
DUSP1	CD4 T Naive	1.0175130853076555e-42	-0.714862870353863	0.263	0.374	1.981199728402536e-38
ENSMMUG00000060858	CD4 T Naive	1.4538514282269618e-42	1.1618779458683066	0.195	0.097	2.8307941159007174e-38
KLF6	CD4 T Naive	2.055770475297546e-42	-0.7378854939406528	0.272	0.384	4.002790692451852e-38
ADAMTS17	CD4 T Naive	9.513080221068387e-42	1.3541109231477182	0.143	0.058	1.8522918498442256e-37
RPLP2	CD4 T Naive	2.158786152030597e-40	-0.28785949244575004	0.882	0.919	4.203372516618775e-36
SUCLG2	CD4 T Naive	3.7226775979699866e-40	-0.5148686134011098	0.513	0.607	7.248425551007361e-36
RPS8	CD4 T Naive	1.1925606701381372e-39	-0.24774405181369819	0.935	0.958	2.322034880825967e-35
PDE4B	CD4 T Naive	1.3619906486519086e-39	-0.7658571591378953	0.266	0.372	2.651931991990131e-35
TPT1	CD4 T Naive	3.211080603247706e-39	-0.2593718298804406	0.932	0.954	6.252295042583609e-35
ENSMMUG00000062077	CD4 T Naive	1.6668995465623248e-38	-0.3526736289772163	0.796	0.854	3.2456201071115024e-34
YWHAZ	CD4 T Naive	1.6850837844097477e-38	-0.4745302849703821	0.62	0.691	3.2810266366242197e-34
RPL37A	CD4 T Naive	2.46440637159571e-38	-0.2632628654456628	0.912	0.94	4.798445646134007e-34
SSBP2	CD4 T Naive	5.971023974261596e-38	0.3519763674049412	0.773	0.686	1.1626180780284754e-33
MRC2	CD4 T Naive	9.562411834553017e-38	3.35535113665546	0.052	0.005	1.861897208305818e-33
RPS23	CD4 T Naive	5.4517431344599024e-36	-0.23664402380831007	0.927	0.947	1.0615089057106876e-31
HIP1	CD4 T Naive	1.9673723449152974e-34	-2.0240203074454284	0.015	0.056	3.830670692784575e-30
ANXA1	CD4 T Naive	3.842193557903263e-34	-0.9768621878909409	0.141	0.227	7.481135076593443e-30
RPS16	CD4 T Naive	5.529206858279925e-34	-0.20130087524106077	0.934	0.949	1.0765918673756842e-29
PPIL4	CD4 T Naive	7.6926993070530595e-34	-0.6220504125448464	0.273	0.372	1.4978454820763013e-29
RPL13	CD4 T Naive	1.124018586489257e-33	-0.2023215161206675	0.966	0.976	2.1885765897532322e-29
RPS6KA5	CD4 T Naive	4.00133395937791e-33	-0.7470174031930978	0.199	0.293	7.790997352304729e-29
RPL13A	CD4 T Naive	6.14421051590278e-32	-0.22546728138591732	0.941	0.959	1.1963392295514303e-27
RPS27A	CD4 T Naive	8.15681301839485e-32	-0.19321404455525393	0.969	0.977	1.5882130628116612e-27
STAT4	CD4 T Naive	1.083962616388327e-31	-0.502145266968038	0.357	0.461	2.1105836103697117e-27
DPYD	CD4 T Naive	1.8220859513164677e-31	2.537069727722847	0.057	0.011	3.547783555808295e-27
ENSMMUG00000061125	CD4 T Naive	5.450531031564299e-31	0.2258069337431694	0.89	0.747	1.0612728971558847e-26
TSC22D3	CD4 T Naive	8.025752685367175e-31	-0.46944463114612844	0.403	0.501	1.5626943053678427e-26
JAML	CD4 T Naive	3.729076254848315e-30	-0.9337160412788017	0.134	0.213	7.260884375815155e-26
ADAMTS16	CD4 T Naive	4.9685374527953484e-30	-7.3257471794197855	0	0.018	9.674239274337823e-26
SLC39A8	CD4 T Naive	9.908973417636019e-30	-1.22784597370922	0.045	0.099	1.9293762141479093e-25
ENSMMUG00000052609	CD4 T Naive	2.0097756098166735e-29	-0.20108888647239365	0.929	0.948	3.913234089874045e-25
CPEB1	CD4 T Naive	2.0848988369788603e-29	-0.26358840975276854	0.778	0.837	4.059506525481539e-25
MYO1D	CD4 T Naive	5.995036197805816e-29	1.1583139813302392	0.138	0.069	1.1672934980747703e-24
SLC22A23	CD4 T Naive	9.921975192331897e-29	0.632364498729526	0.319	0.224	1.9319077896989435e-24
VAV3	CD4 T Naive	1.4810760946938398e-28	0.6309622289232888	0.303	0.207	2.8838032639783754e-24
RPL22	CD4 T Naive	1.8790450139692303e-28	-0.26399361192041226	0.808	0.858	3.658688546699489e-24
RPS14	CD4 T Naive	3.328142773096865e-28	-0.18819164900363905	0.945	0.956	6.480226793496906e-24
RPL12	CD4 T Naive	4.025373432502322e-27	-0.2716443405672311	0.76	0.805	7.837804610425272e-23
GPHN	CD4 T Naive	4.977145332301046e-27	0.26665691022336135	0.822	0.747	9.690999676523366e-23
ENSMMUG00000049684	CD4 T Naive	1.526329701809994e-26	-0.9541975943156411	0.069	0.129	2.971916562394239e-22
RPL30	CD4 T Naive	3.5598367686878087e-26	-0.16462268946396819	0.946	0.964	6.931358172312032e-22
RGCC	CD4 T Naive	4.739412113474994e-26	-0.4850397547060794	0.34	0.43	9.22810932614716e-22
YPEL5	CD4 T Naive	5.633032536226499e-26	-0.43248195047634663	0.47	0.555	1.0968077651286617e-21
ENSMMUG00000028672	CD4 T Naive	7.299892593260926e-26	-5.964529429444183	0	0.016	1.421362086833835e-21
FOXO1	CD4 T Naive	1.5196557969444367e-25	0.29007724327946516	0.774	0.703	2.9589218022305126e-21
ATP5PO	CD4 T Naive	2.2602093362550973e-25	-0.6275114660551593	0.218	0.3	4.4008535986223e-21
WDR74	CD4 T Naive	4.1263488019617213e-25	-0.7381017051853381	0.181	0.256	8.034413752299667e-21
RPL23	CD4 T Naive	5.198841958407766e-25	-0.19174053996039042	0.911	0.932	1.0122665177215762e-20
PTCH1	CD4 T Naive	5.727997018894938e-25	-1.4490363330413731	0.024	0.062	1.1152982995490334e-20
TOX	CD4 T Naive	1.320925808223506e-24	0.2835579897591587	0.766	0.691	2.5719746411919883e-20
ENSMMUG00000044861	CD4 T Naive	1.4911739383767698e-24	0.92838599146292	0.175	0.103	2.9034647754134083e-20
MAMU-E	CD4 T Naive	1.655936804238258e-24	0.2518362551538398	0.824	0.779	3.224274551532312e-20
GPR183	CD4 T Naive	2.8674617820978884e-24	-0.6434201789551859	0.178	0.257	5.583234835922799e-20
FAM160A1	CD4 T Naive	3.680230441803179e-24	-1.158915631942647	0.039	0.084	7.16577669323497e-20
CALD1	CD4 T Naive	7.06905467783197e-24	-0.6813455579299489	0.132	0.204	1.376415636320663e-19
ENSMMUG00000002917	CD4 T Naive	7.260568486107246e-24	1.120657611153042	0.105	0.049	1.413705289929942e-19
PABPC1	CD4 T Naive	8.584576020862916e-24	-0.3010344846933477	0.635	0.698	1.6715027970222182e-19
DGKD	CD4 T Naive	1.0046396472168069e-23	0.517858957470835	0.309	0.22	1.9561338570958447e-19
KCNQ5	CD4 T Naive	1.4779434167040053e-23	0.3266262134799631	0.689	0.604	2.877703626664369e-19
LAIR1	CD4 T Naive	1.5288687653184677e-23	-0.826312172460766	0.084	0.143	2.9768603729515883e-19
TC2N	CD4 T Naive	2.0952299894022102e-23	-0.712668110000984	0.123	0.192	4.0796223123650436e-19
IFI27L2	CD4 T Naive	2.881087204710662e-23	-0.7825988389358587	0.117	0.182	5.60976489629213e-19
TNFAIP3	CD4 T Naive	3.9541274727466063e-23	-0.6236788112200938	0.236	0.315	7.699081602184918e-19
RASGEF1B	CD4 T Naive	5.878160109904886e-23	-0.7097722946314868	0.173	0.246	1.1445365549995803e-18
RPL24	CD4 T Naive	9.001122469673341e-23	-0.26177810876163843	0.751	0.803	1.752608556070096e-18
ND4L	CD4 T Naive	1.29472415704096e-22	0.3780106881337535	0.408	0.311	2.5209574061744534e-18
FAU	CD4 T Naive	1.5930236900295635e-22	-0.20433123336568526	0.858	0.893	3.1017764268565633e-18
CD28	CD4 T Naive	1.7974781198866684e-22	-0.5424273220743933	0.272	0.352	3.499869647231332e-18
CPNE8	CD4 T Naive	1.8093911257596956e-22	6.755761876838939	0.025	0	3.523065460966703e-18
NR4A2	CD4 T Naive	2.321771289883914e-22	-0.5815799005529109	0.253	0.331	4.520720878532969e-18
IRS2	CD4 T Naive	3.5475242834826114e-22	-1.107229390641454	0.044	0.089	6.907384532368993e-18
COL14A1	CD4 T Naive	3.6978295543015073e-22	4.591899023386215	0.026	0.001	7.200043925180465e-18
TMEM123	CD4 T Naive	3.709235049355289e-22	0.35069713157573257	0.528	0.437	7.222251564599683e-18
DYNLRB2	CD4 T Naive	6.190786632877398e-22	-1.4159869307087156	0.019	0.052	1.2054080652875582e-17
UBE2E2	CD4 T Naive	7.562184166893963e-22	0.3849387493239882	0.492	0.404	1.4724328791359237e-17
RPS7	CD4 T Naive	9.080929558744722e-22	-0.1795175957640045	0.9	0.925	1.7681477943831847e-17
ENSMMUG00000020582	CD4 T Naive	9.438943575245264e-22	-0.2093817130303104	0.89	0.915	1.8378567035360053e-17
RPS21	CD4 T Naive	2.520395823027153e-21	-0.21767824271985603	0.811	0.857	4.907462707016169e-17
ENSMMUG00000020092	CD4 T Naive	3.821438537314447e-21	0.709796439940228	0.248	0.171	7.44072297600496e-17
B2M	CD4 T Naive	7.119837615597631e-21	0.1369912056077469	0.979	0.985	1.3863035821330147e-16
HSPH1	CD4 T Naive	9.37957355366182e-21	-0.6415190649859632	0.217	0.287	1.826296766633493e-16
ENSMMUG00000003412	CD4 T Naive	1.854928633913758e-20	-0.20665532362851335	0.876	0.896	3.611731543093478e-16
ATM	CD4 T Naive	3.754765317827789e-20	0.32290358690461396	0.567	0.483	7.310903550342488e-16
ATXN7L1	CD4 T Naive	4.434604321102696e-20	0.4100387604821576	0.344	0.259	8.63461807361906e-16
NUDT3	CD4 T Naive	1.10545606035803e-19	-0.17013876841349784	0.928	0.945	2.1524334951231202e-15
ENSMMUG00000013429	CD4 T Naive	1.6066517867967911e-19	-0.1424258946685324	0.965	0.972	3.128311694072032e-15
FKBP5	CD4 T Naive	2.359192265390687e-19	0.2364631997800739	0.748	0.668	4.593583259942207e-15
COX2	CD4 T Naive	3.6425789816435883e-19	0.22178749956162225	1	0.994	7.09246553515823e-15
RHOBTB1	CD4 T Naive	6.52333853432865e-19	1.1019973140650101	0.073	0.032	1.2701592460191314e-14
SMAD7	CD4 T Naive	7.952357105855363e-19	-0.713105146526335	0.133	0.194	1.5484034520810977e-14
CCNL1	CD4 T Naive	8.216257688614516e-19	-0.34925938245610233	0.53	0.583	1.5997875345501325e-14
IGHM	CD4 T Naive	8.402556683009358e-19	0.8148734552913339	0.172	0.11	1.636061811748752e-14
VPS13B	CD4 T Naive	8.481398337667177e-19	0.1847745514462975	0.88	0.839	1.651413070327176e-14
RPL10A	CD4 T Naive	1.0779106137859546e-18	-0.1878855471856613	0.861	0.899	2.0987997561026322e-14
RBMS1	CD4 T Naive	1.552249482313822e-18	0.29480733077594445	0.573	0.487	3.0223849670132427e-14
ENSMMUG00000005593	CD4 T Naive	1.6341686768254109e-18	-0.22649703053833115	0.778	0.81	3.181889830646758e-14
ENSMMUG00000022489	CD4 T Naive	1.735025736164248e-18	-0.3643109016221515	0.431	0.499	3.3782686108854075e-14
XYLT1	CD4 T Naive	3.0335781622357607e-18	0.2844996738468941	0.638	0.563	5.90668003968925e-14
ENSMMUG00000050007	CD4 T Naive	3.0360165132779414e-18	-2.784667022485679	0.003	0.019	5.91142775300348e-14
PDE7A	CD4 T Naive	3.2344763412052587e-18	0.21985384690787413	0.814	0.767	6.297848883960759e-14
TOB1	CD4 T Naive	3.355306058541375e-18	-0.5655597313358285	0.159	0.224	6.533116426585912e-14
ENSMMUG00000049151	CD4 T Naive	3.773456429772333e-18	-0.36267227491470844	0.425	0.492	7.34729701440971e-14
RPL27A	CD4 T Naive	4.005897701700736e-18	-0.13229792825549502	0.96	0.966	7.799883414981503e-14
CNTNAP2	CD4 T Naive	4.325270168327477e-18	1.5886967845264315	0.074	0.034	8.421733544750431e-14
MCC	CD4 T Naive	4.606232444574926e-18	-0.6343266739579856	0.155	0.218	8.968795192831839e-14
MED13L	CD4 T Naive	4.655209297594659e-18	0.2078540418032473	0.797	0.744	9.06415802334656e-14
SATB1	CD4 T Naive	5.159609528270086e-18	0.22326941616054263	0.829	0.77	1.0046275712494684e-13
RPS26	CD4 T Naive	5.81679110137684e-18	-0.1819525265152815	0.884	0.893	1.1325873953490846e-13
ENSMMUG00000053391	CD4 T Naive	6.232304234071511e-18	-3.2016557997020225	0.002	0.015	1.213491957416064e-13
RPS18	CD4 T Naive	9.157894697579612e-18	-0.13527506393083755	0.963	0.976	1.7831336765657262e-13
MGAT5	CD4 T Naive	1.0927409201410208e-17	-0.3662630895748269	0.446	0.511	2.1276758456065815e-13
N6AMT1	CD4 T Naive	1.10000870758079e-17	-0.7471028413072079	0.11	0.166	2.1418269545305562e-13
DNM3	CD4 T Naive	1.6261172370189302e-17	0.28274806969905253	0.674	0.605	3.166212872199559e-13
RPL19	CD4 T Naive	1.9580117967177436e-17	-0.20480883337536415	0.864	0.877	3.8124447693891187e-13
G3BP2	CD4 T Naive	2.1510258383259456e-17	-0.46178645476219726	0.325	0.393	4.1882624098044487e-13
NUP50	CD4 T Naive	2.3028596351702526e-17	-0.7468549079086138	0.104	0.157	4.483897995639999e-13
ENSMMUG00000063452	CD4 T Naive	3.0400611628072115e-17	0.6179890397551174	0.181	0.12	5.919303090101921e-13
ITK	CD4 T Naive	6.587835956579899e-17	-0.30218846648949693	0.562	0.62	1.282717539105672e-12
RPS13	CD4 T Naive	1.6262173264354517e-16	-0.17356374453397905	0.867	0.888	3.166407756302468e-12
NUP62CL	CD4 T Naive	1.7008144486337058e-16	-0.8752427126071973	0.068	0.112	3.3116558129346887e-12
CFAP70	CD4 T Naive	2.1802910359071033e-16	2.067998310108687	0.033	0.008	4.245244676014721e-12
ENSMMUG00000018240	CD4 T Naive	4.229402070817256e-16	-0.17522024562270255	0.853	0.891	8.23506877208828e-12
FOSB	CD4 T Naive	5.157566737626506e-16	-0.3506452031001164	0.411	0.479	1.0042298194832569e-11
RPL35A	CD4 T Naive	5.320535664450285e-16	-0.17299265450406853	0.873	0.893	1.0359614992251149e-11
ENSMMUG00000015202	CD4 T Naive	5.673277188343086e-16	0.3425817369839925	0.438	0.355	1.1046438013422823e-11
RPS11	CD4 T Naive	6.667194053129261e-16	-0.17355427627903985	0.929	0.948	1.2981693540847983e-11
RPS5	CD4 T Naive	7.69214078517256e-16	-0.1787648041773635	0.832	0.868	1.497736732280949e-11
